ST_PUMA,ST_CO_PUMA
3903406,3903400
3903407,3903400
3903408,3903400
3903409,3903400
3903410,3903400
3903411,3903400
3903500,3903500
3903600,3903600
3903701,3903700
3903702,3903700
3903703,3903700
3903704,3903700
3903801,3903800
3903802,3903800
3903803,3903800
3903901,3903900
3903902,3903900
3904000,3904000
3904100,3904100
3904200,3904200
3904300,3904300
3904400,3904400
3904501,3904590
3904602,3904590
3904701,3904700
3904702,3904700
3904703,3904700
3904704,3904700
3904705,3904700
3904706,3904700
3904707,3904700
4020100,4020100
4020200,4020200
4020300,4020300
4020400,4020400
4020500,4020500
4020600,4020600
4020700,4020700
4020801,4020800
4020802,4020800
4020803,4020800
4020804,4020800
4020805,4020800
4020900,4020900
4021000,4021000
4021100,4021100
4021200,4021200
4021301,4021300
4021302,4021300
4021401,4021400
4021402,4021400
4021403,4021400
4021404,4021400
4021405,4021400
4021406,4021400
4021500,4021500
4021600,4021600
4021700,4021700
4021800,4021800
4021900,4021900
4022000,4022000
4022100,4022100
4100301,4100390
4104301,4100390
4100501,4100500
4100502,4100500
4100503,4100500
4100504,4100500
4101701,4101703
4101702,4101703
4101900,4101900
4102901,4102900
4102902,4102900
4103903,4103900
4103904,4103900
4103905,4103900
4104703,4104700
4104704,4104700
4104705,4104700
4105101,4105100
4105102,4105100
4105103,4105100
4105105,4105100
4105114,4105100
4105116,4105100
4105901,4105990
4106501,4105990
4106720,4106700
4106721,4106700
4106722,4106700
4106723,4106700
4106724,4106700
4107100,4107100
4109000,4109000
4109100,4109100
4109200,4109200
4109300,4109300
4200111,4200100
4200112,4200100
4200200,4200200
4200300,4200300
4200400,4200400
4200500,4200500
4200600,4200600
4200701,4200703
4200702,4200703
4200801,4200804
4200802,4200804
4200803,4200804
4200900,4200900
4201000,4201000
4201100,4201100
4201200,4201200
4201300,4201300
4201400,4201400
4201511,4201513
4201512,4201513
4201600,4201600
4201701,4201700
4201702,4201700
4201801,4201700
4201802,4201700
4201803,4201700
4201804,4201700
4201805,4201700
4201806,4201700
4201807,4201700
4201900,4201900
4202011,4202000
4202012,4202000
4202013,4202000
4202100,4202100
4202200,4202200
4202301,4202303
4202302,4202303
4202401,4202400
4202402,4202400
4202500,4202500
4202600,4202600
4202701,4202700
4202702,4202700
4202703,4202700
4202801,4202890
4202802,4202890
4202803,4202890
4202901,4202890
4202902,4202890
4203011,4203000
4203012,4203000
4203013,4203000
4203014,4203000
4203015,4203000
4203111,4203100
4203112,4203100
4203113,4203100
4203114,4203100
4203115,4203100
4203116,4203100
4203117,4203100
4203216,4203200
4203221,4203200
4203222,4203200
4203223,4203200
4203224,4203200
4203225,4203200
4203227,4203200
4203228,4203200
4203229,4203200
4203230,4203200
4203231,4203200
4203311,4203300
4203312,4203300
4203313,4203300
4203314,4203300
4203411,4203400
4203412,4203400
4203413,4203400
4203414,4203400
4203415,4203400
4203501,4203500
4203502,4203500
4203503,4203500
4203504,4203500
4203601,4203600
4203602,4203600
4203603,4203600
4203701,4203703
4203702,4203703
4203800,4203800
4203900,4203900
4204011,4204013
4204012,4204013
4400103,4400100
4400105,4400100
4400106,4400100
4400107,4400100
4400200,4400200
4400300,4400300
4400400,4400400
4500101,4500190
4500201,4500190
4500301,4500300
4500302,4500300
4500303,4500300
4500304,4500300
4500305,4500300
4500401,4500400
4500402,4500400
4500403,4500400
4500501,4500590
4500601,4500590
4500602,4500590
4500700,4500700
4500800,4500800
4500901,4500990
4501001,4500990
4501100,4501100
4501200,4501200
4501301,4501300
4501302,4501300
4501401,4501490
4501402,4501490
4501403,4501490
4501501,4501490
4501600,4501600
4501700,4501700
4501800,4501800
4501901,4501990
4502001,4501990
4502100,4502100
4502201,4502200
4502202,4502200
4502301,4502300
4502302,4502300
4502303,4502300
4502400,4502400
4502500,4502500
4502601,4502690
4502701,4502690
4502702,4502690
4600100,4600100
4600200,4600200
4600300,4600300
4600400,4600400
4600501,4600590
4600601,4600590
4700100,4700100
4700200,4700200
4700301,4700300
4700302,4700300
4700401,4700490
4700501,4700490
4700600,4700600
4700700,4700700
4700800,4700800
4700900,4700900
4701000,4701000
4701101,4701190
4701201,4701190
4701300,4701300
4701400,4701400
4701501,4701500
4701502,4701500
4701503,4701500
4701504,4701500
4701600,4701600
4701700,4701700
4701800,4701800
4701900,4701900
4702001,4702000
4702002,4702000
4702003,4702000
4702101,4702100
4702102,4702100
4702200,4702200
4702300,4702300
4702401,4702400
4702402,4702400
4702403,4702400
4702404,4702400
4702405,4702400
4702406,4702400
4702501,4702500
4702502,4702500
4702503,4702500
4702504,4702500
4702505,4702500
4702506,4702500
4702507,4702500
4702508,4702500
4702600,4702600
4702700,4702700
4702800,4702800
4702900,4702900
4703000,4703000
4703100,4703100
4703200,4703200
4703300,4703300
4703401,4703400
4703402,4703400
4703403,4703400
4703500,4703500
4703600,4703600
4703700,4703700
4800100,4800100
4800200,4800200
4800300,4800300
4800400,4800400
4800501,4800500
4800502,4800500
4800600,4800600
4800700,4800700
4800800,4800800
4800900,4800900
4801000,4801000
4801100,4801100
4801200,4801200
4801300,4801300
4801400,4801400
4801501,4801500
4801502,4801500
4801600,4801600
4801700,4801700
4801800,4801800
4801901,4801900
4801902,4801900
4801903,4801900
4801904,4801900
4801905,4801900
4801907,4801900
4801908,4801900
4801909,4801900
4802001,4802000
4802002,4802000
4802003,4802000
4802004,4802000
4802005,4802000
4802006,4802000
4802101,4802101
4802102,4802102
4802200,4802200
4802301,4802300
4802302,4802300
4802303,4802300
4802304,4802300
4802305,4802300
4802306,4802300
4802307,4802300
4802308,4802300
4802309,4802300
4802310,4802300
4802311,4802300
4802312,4802300
4802313,4802300
4802314,4802300
4802315,4802300
4802316,4802300
4802317,4802300
4802318,4802300
4802319,4802300
4802320,4802300
4802321,4802300
4802322,4802300
4802400,4802400
4802501,4802500
4802502,4802500
4802503,4802500
4802504,4802500
4802505,4802500
4802506,4802500
4802507,4802500
4802508,4802500
4802509,4802500
4802510,4802500
4802511,4802500
4802512,4802500
4802513,4802500
4802514,4802500
4802515,4802500
4802516,4802500
4802600,4802600
4802700,4802700
4802900,4802900
4803000,4803000
4803100,4803100
4803305,4803300
4803306,4803300
4803307,4803300
4803308,4803300
4803309,4803300
4803310,4803300
4803400,4803400
4803501,4803500
4803502,4803500
4803600,4803600
4803700,4803700
4803801,4803800
4803802,4803800
4803900,4803900
4804000,4804000
4804100,4804100
4804200,4804200
4804301,4804300
4804302,4804300
4804400,4804400
4804501,4804500
4804502,4804500
4804503,4804500
4804504,4804500
4804601,4804600
4804602,4804600
4804603,4804600
4804604,4804600
4804605,4804600
4804606,4804600
4804607,4804600
4804608,4804600
4804609,4804600
4804610,4804600
4804611,4804600
4804612,4804600
4804613,4804600
4804614,4804600
4804615,4804600
4804616,4804600
4804617,4804600
4804618,4804600
4804619,4804600
4804620,4804600
4804621,4804600
4804622,4804600
4804623,4804600
4804624,4804600
4804625,4804600
4804626,4804600
4804627,4804600
4804628,4804600
4804629,4804600
4804630,4804600
4804631,4804600
4804633,4804600
4804634,4804600
4804635,4804600
4804636,4804600
4804637,4804600
4804638,4804600
4804639,4804600
4804640,4804600
4804701,4804700
4804702,4804700
4804801,4804800
4804802,4804800
4804803,4804800
4804901,4804900
4804902,4804900
4804903,4804900
4804904,4804900
4804906,4804900
4804907,4804900
4805000,4805000
4805100,4805100
4805201,4805200
4805202,4805200
4805203,4805200
4805204,4805200
4805301,4805300
4805302,4805300
4805303,4805300
4805304,4805300
4805305,4805300
4805306,4805300
4805307,4805300
4805308,4805300
4805309,4805300
4805401,4805400
4805402,4805400
4805500,4805500
4805600,4805600
4805700,4805700
4805800,4805800
4805901,4805900
4805902,4805900
4805903,4805900
4805904,4805900
4805905,4805900
4805906,4805900
4805907,4805900
4805908,4805900
4805909,4805900
4805910,4805900
4805911,4805900
4805912,4805900
4805913,4805900
4805914,4805900
4805915,4805900
4805916,4805900
4806000,4806000
4806100,4806100
4806301,4806300
4806302,4806300
4806500,4806500
4806601,4806600
4806603,4806600
4806604,4806600
4806701,4806700
4806702,4806700
4806703,4806700
4806801,4806800
4806802,4806800
4806803,4806800
4806804,4806800
4806805,4806800
4806806,4806800
4806807,4806800
4807200,4807200
4807300,4807300
4807401,4807400
4807402,4807400
4807500,4807500
4807600,4807600
4807700,4807700
4903000,4903000
4905000,4905000
4911002,4911000
4911003,4911000
4911004,4911000
4913000,4913000
4921000,4921000
4935008,4935000
4935009,4935000
4935011,4935000
4935012,4935000
4935013,4935000
4935014,4935000
4935015,4935000
4935016,4935000
4935017,4935000
4949001,4949000
4949002,4949000
4949003,4949000
4949004,4949000
4953000,4953000
4957001,4957000
4957002,4957000
5000100,5000100
5000200,5000200
5000300,5000300
5000400,5000400
5101301,5101300
5101302,5101300
5101500,5101500
5101900,5101900
5104101,5104100
5104102,5104100
5104103,5104100
5105901,5105990
5105902,5105990
5105904,5105990
5105905,5105990
5105906,5105990
5105907,5105990
5105908,5105990
5160001,5105990
5161001,5105990
5106100,5106100
5106900,5106900
5107300,5107300
5108300,5108300
5108501,5108590
5114501,5108590
5108701,5108700
5108702,5108700
5109500,5109500
5110701,5110700
5110702,5110700
5110703,5110700
5110901,5110990
5154001,5110990
5112100,5112100
5114300,5114300
5114900,5114900
5115301,5115390
5115302,5115390
5115303,5115390
5168701,5115390
5116101,5116190
5177001,5116190
5116500,5116500
5117100,5117100
5117700,5117700
5117900,5117900
5118500,5118500
5119100,5119100
5151000,5151000
5155001,5155090
5155002,5155090
5174001,5155090
5165000,5165000
5168000,5168000
5170000,5170000
5171001,5171000
5171002,5171000
5176001,5176000
5176002,5176000
5180000,5180000
5181001,5181000
5181002,5181000
5181003,5181000
5320501,5320504
5320502,5320504
5320503,5320504
5320700,5320700
5320900,5320900
5321101,5321100
5321102,5321100
5321103,5321100
5321104,5321100
5321500,5321500
5322500,5322500
5322700,5322700
5322900,5322900
5323301,5323300
5323302,5323300
5323303,5323300
5323304,5323300
5323305,5323300
5323306,5323300
5323307,5323300
5323308,5323300
5323309,5323300
5323310,5323300
5323311,5323300
5323312,5323300
5323313,5323300
5323314,5323300
5323315,5323300
5323316,5323300
5323317,5323300
5323318,5323300
5323501,5323500
5323502,5323500
5324100,5324100
5325301,5325300
5325302,5325300
5325303,5325300
5325304,5325300
5325305,5325300
5325306,5325300
5325307,5325300
5325308,5325300
5325701,5325701
5326101,5326100
5326102,5326100
5326103,5326100
5326104,5326100
5326105,5326100
5326106,5326100
5326301,5326300
5326302,5326300
5326303,5326300
5326304,5326300
5326500,5326500
5326701,5326700
5326702,5326700
5327301,5327300
5327302,5327300
5327500,5327500
5327701,5327700
5327702,5327700
5400100,5400100
5400200,5400200
5400300,5400300
5400400,5400400
5400500,5400500
5400600,5400600
5400700,5400700
5400800,5400800
5400900,5400900
5401000,5401000
5401100,5401100
5401200,5401200
5500100,5500100
5500200,5500200
5500300,5500300
5500400,5500400
5500501,5500500
5500502,5500500
5500600,5500600
5500700,5500700
5500800,5500800
5500900,5500900
5501000,5501000
5501100,5501100
5501200,5501200
5501300,5501390
5501400,5501390
5501500,5501500
5501600,5501600
5501700,5501700
5501800,5501800
5501900,5501900
5502000,5502000
5502101,5502100
5502102,5502100
5502103,5502100
5502104,5502100
5502105,5502100
5502200,5502200
5502300,5502300
5502400,5502400
5502501,5502500
5502502,5502500
5502503,5502500
5502600,5502600
5502801,5502800
5502802,5502800
5502803,5502800
5502804,5502800
5502805,5502800
5502806,5502800
5502807,5502800
5502808,5502800
5502900,5502900
5503000,5503000
5600100,5600100
5600200,5600200
5600300,5600300
5600400,5600400
5600500,5600500
