ST_COUNTY,ST_CO_PUMA
3100177,3100701
3100179,3100200
3100181,3100500
3100183,3100300
3100185,3100600
3200001,3200200
3200003,3200400
3200005,3200300
3200007,3200200
3200009,3200200
3200011,3200200
3200013,3200200
3200015,3200200
3200017,3200200
3200019,3200300
3200021,3200200
3200023,3200200
3200027,3200200
3200029,3200300
3200031,3200100
3200033,3200200
3200510,3200300
3300001,3300290
3300003,3300290
3300005,3300290
3300007,3300100
3300009,3300100
3300011,3300290
3300013,3300290
3300015,3300290
3300017,3300290
3300019,3300100
3400001,3400190
3400003,3400300
3400005,3402000
3400007,3402100
3400009,3400190
3400011,3402490
3400013,3401400
3400015,3402200
3400017,3400600
3400019,3400800
3400021,3402300
3400023,3400900
3400025,3401100
3400027,3401500
3400029,3401200
3400031,3400500
3400033,3402490
3400035,3401000
3400037,3401600
3400039,3401900
3400041,3401700
3500001,3500590
3500003,3500900
3500005,3500400
3500006,3500190
3500007,3500400
3500009,3500400
3500011,3500400
3500013,3501000
3500015,3501100
3500017,3500900
3500019,3500400
3500021,3500400
3500023,3500900
3500025,3501100
3500027,3500900
3500028,3500300
3500029,3500900
3500031,3500190
3500033,3500300
3500035,3500900
3500037,3500400
3500039,3500300
3500041,3500400
3500043,3500590
3500045,3500190
3500047,3500300
3500049,3500590
3500051,3500900
3500053,3500900
3500055,3500300
3500057,3500590
3500059,3500400
3500061,3500590
3600001,3602000
3600003,3602500
3600005,3604200
3600007,3602205
3600009,3602500
3600011,3600705
3600013,3602600
3600015,3602405
3600017,3602205
3600019,3600200
3600021,3602100
3600023,3601500
3600025,3602205
3600027,3602806
3600029,3601200
3600031,3600200
3600033,3600200
3600035,3601600
3600037,3601000
3600039,3602100
3600041,3600200
3600043,3600404
3600045,3600500
3600047,3604300
3600049,3600500
3600051,3601300
3600053,3601500
3600055,3600900
3600057,3601600
3600059,3603200
3600061,3604100
3600063,3601100
3600065,3600404
3600067,3600705
3600069,3601300
3600071,3602900
3600073,3601000
3600075,3600600
3600077,3600404
3600079,3602806
3600081,3604400
3600083,3601900
3600085,3604500
3600087,3603000
3600089,3600100
3600091,3601800
3600093,3601700
3600095,3600404
3600097,3602405
3600099,3600800
3600101,3602405
3600103,3603300
3600105,3602703
3600107,3602405
3600109,3602300
3600111,3602703
3600113,3600300
3600115,3600300
3600117,3600800
3600119,3603100
3600121,3601000
3600123,3600800
3700001,3701600
3700003,3702000
3700005,3700200
3700007,3705390
3700009,3700100
3700011,3700100
3700013,3700800
3700015,3700800
3700017,3704900
3700019,3704800
3700021,3702200
3700023,3702100
3700025,3703290
3700027,3702000
3700029,3700700
3700031,3704300
3700033,3700400
3700035,3702800
3700037,3701500
3700039,3702400
3700041,3700700
3700043,3702400
3700045,3702690
3700047,3704900
3700049,3704300
3700051,3705000
3700053,3700700
3700055,3700800
3700057,3703500
3700059,3701990
3700061,3703900
3700063,3701300
3700065,3700900
3700067,3701800
3700069,3700500
3700071,3703000
3700073,3700700
3700075,3702300
3700077,3700400
3700079,3701090
3700081,3701700
3700083,3700600
3700085,3703800
3700087,3702300
3700089,3702500
3700091,3700600
3700093,3705200
3700095,3700800
3700097,3701990
3700099,3702400
3700101,3701090
3700103,3704190
3700105,3701500
3700107,3704190
3700109,3702690
3700111,3702100
3700113,3702400
3700115,3702300
3700117,3700800
3700119,3703100
3700121,3700100
3700123,3703700
3700125,3703700
3700127,3700900
3700129,3704690
3700131,3700600
3700133,3704190
3700135,3701400
3700137,3700800
3700139,3700700
3700141,3704690
3700143,3700700
3700145,3700400
3700147,3704200
3700149,3702690
3700151,3703600
3700153,3705200
3700155,3704900
3700157,3700300
3700159,3703400
3700161,3702690
3700163,3703900
3700165,3705200
3700167,3703290
3700169,3700300
3700171,3700200
3700173,3702300
3700175,3702500
3700177,3700800
3700179,3705390
3700181,3700500
3700183,3701200
3700185,3700600
3700187,3700800
3700189,3700100
3700191,3704000
3700193,3700200
3700195,3701090
3700197,3701990
3700199,3700100
3800001,3800100
3800003,3800400
3800005,3800400
3800007,3800100
3800009,3800200
3800011,3800100
3800013,3800200
3800015,3800300
3800017,3800600
3800019,3800500
3800021,3800400
3800023,3800100
3800025,3800100
3800027,3800400
3800029,3800400
3800031,3800400
3800033,3800100
3800035,3800500
3800037,3800100
3800039,3800400
3800041,3800100
3800043,3800400
3800045,3800400
3800047,3800400
3800049,3800200
3800051,3800400
3800053,3800100
3800055,3800200
3800057,3800200
3800059,3800300
3800061,3800200
3800063,3800500
3800065,3800200
3800067,3800500
3800069,3800400
3800071,3800500
3800073,3800400
3800075,3800200
3800077,3800400
3800079,3800400
3800081,3800400
3800083,3800200
3800085,3800100
3800087,3800100
3800089,3800100
3800091,3800500
3800093,3800400
3800095,3800400
3800097,3800500
3800099,3800500
3800101,3800200
3800103,3800400
3800105,3800100
3900001,3904400
3900003,3902000
3900005,3901500
3900007,3900900
3900009,3904200
3900011,3902100
3900013,3903000
3900015,3904590
3900017,3903800
3900019,3902704
3900021,3902100
3900023,3902400
3900025,3904590
3900027,3904000
3900029,3902800
3900031,3901500
3900033,3901700
3900035,3900700
3900037,3902200
3900039,3900100
3900041,3903300
3900043,3900500
3900045,3903500
3900047,3904000
3900049,3903400
3900051,3900200
3900053,3904300
3900055,3900900
3900057,3903600
3900059,3903000
3900061,3904700
3900063,3901900
3900065,3901900
3900067,3902900
3900069,3900200
3900071,3904000
3900073,3904100
3900075,3901500
3900077,3900500
3900079,3904300
3900081,3902800
3900083,3902600
3900085,3900800
3900087,3904300
3900089,3903200
3900091,3902100
3900093,3900600
3900095,3900390
3900097,3902500
3900099,3901004
3900101,3902600
3900103,3901300
3900105,3904200
3900107,3900100
3900109,3902300
3900111,3903000
3900113,3903700
3900115,3903100
3900117,3902600
3900119,3903100
3900121,3903000
3900123,3900390
3900125,3900100
3900127,3903100
3900129,3902500
3900131,3904400
3900133,3901100
3900135,3902200
3900137,3900200
3900139,3901600
3900141,3904100
3900143,3900390
3900145,3904400
3900147,3901700
3900149,3902200
3900151,3902704
3900153,3901200
3900155,3901004
3900157,3902900
3900159,3902500
3900161,3900100
3900163,3904100
3900165,3903900
3900167,3904200
3900169,3901400
3900171,3900100
3900173,3901800
3900175,3901700
4000001,4020600
4000003,4020100
4000005,4022000
4000007,4020100
4000009,4021600
4000011,4020100
4000013,4022000
4000015,4021600
4000017,4021500
4000019,4021900
4000021,4020600
4000023,4022100
4000025,4020100
4000027,4021300
4000029,4022000
4000031,4021700
4000033,4021700
4000035,4020500
4000037,4020900
4000039,4021600
4000041,4020500
4000043,4020100
4000045,4020100
4000047,4020200
4000049,4021800
4000051,4021800
4000053,4020200
4000055,4021600
4000057,4021600
4000059,4020100
4000061,4022100
4000063,4021000
4000065,4021600
4000067,4021900
4000069,4022000
4000071,4020200
4000073,4020100
4000075,4021600
4000077,4022100
4000079,4022100
4000081,4021200
4000083,4021100
4000085,4021900
4000087,4021800
4000089,4022100
4000091,4021000
4000093,4020100
4000095,4022000
4000097,4020500
4000099,4021900
4000101,4020700
4000103,4020200
4000105,4020400
4000107,4021000
4000109,4021400
4000111,4020900
4000113,4020300
4000115,4020500
4000117,4020300
4000119,4021100
4000121,4021000
4000123,4022000
4000125,4021200
4000127,4022100
4000129,4020100
4000131,4020400
4000133,4021000
4000135,4020600
4000137,4021900
4000139,4020100
4000141,4021600
4000143,4020800
4000145,4020700
4000147,4020300
4000149,4021600
4000151,4020100
4000153,4020100
4100001,4105990
4100003,4100390
4100005,4100500
4100007,4109000
4100009,4109000
4100011,4109100
4100013,4101703
4100015,4109100
4100017,4101703
4100019,4101900
4100021,4105990
4100023,4105990
4100025,4109200
4100027,4105990
4100029,4102900
4100031,4101703
4100033,4109100
4100035,4109200
4100037,4109200
4100039,4103900
4100041,4109300
4100043,4100390
4100045,4109200
4100047,4104700
4100049,4105990
4100051,4105100
4100053,4109300
4100055,4105990
4100057,4109000
4100059,4105990
4100061,4105990
4100063,4105990
4100065,4105990
4100067,4106700
4100069,4105990
4100071,4107100
4200001,4203703
4200003,4201700
4200005,4201900
4200007,4201513
4200009,4203800
4200011,4202700
4200013,4202200
4200015,4200400
4200017,4203000
4200019,4201600
4200021,4202100
4200023,4200300
4200025,4202890
4200027,4201200
4200029,4203400
4200031,4201300
4200033,4200300
4200035,4200900
4200037,4200804
4200039,4200200
4200041,4202303
4200043,4202400
4200045,4203300
4200047,4200300
4200049,4200100
4200051,4203900
4200053,4201300
4200055,4203703
4200057,4203800
4200059,4204013
4200061,4202200
4200063,4201900
4200065,4201300
4200067,4201100
4200069,4200703
4200071,4203500
4200073,4201513
4200075,4202500
4200077,4202890
4200079,4200804
4200081,4200900
4200083,4200300
4200085,4201400
4200087,4201100
4200089,4200600
4200091,4203100
4200093,4201000
4200095,4202890
4200097,4201000
4200099,4202303
4200101,4203200
4200103,4200500
4200105,4200300
4200107,4202600
4200109,4201100
4200111,4203800
4200113,4200400
4200115,4200400
4200117,4200400
4200119,4201100
4200121,4201300
4200123,4200200
4200125,4204013
4200127,4200500
4200129,4202000
4200131,4200703
4200133,4203600
4400001,4400300
4400003,4400200
4400005,4400300
4400007,4400100
4400009,4400400
4500001,4500990
4500003,4501200
4500005,4501990
4500007,4500990
4500009,4501990
4500011,4501800
4500013,4501990
4500015,4502200
4500017,4501800
4500019,4502300
4500021,4500590
4500023,4500700
4500025,4501600
4500027,4502400
4500029,4501990
4500031,4501600
4500033,4502690
4500035,4502100
4500037,4501100
4500039,4500700
4500041,4502500
4500043,4502400
4500045,4500300
4500047,4501100
4500049,4501990
4500051,4502690
4500053,4501990
4500055,4501490
4500057,4500700
4500059,4500800
4500061,4501700
4500063,4501300
4500065,4501100
4500067,4502690
4500069,4501600
4500071,4500800
4500073,4500190
4500075,4501800
4500077,4500190
4500079,4501490
4500081,4501100
4500083,4500400
4500085,4501700
4500087,4500800
4500089,4502400
4500091,4500590
4600003,4600400
4600005,4600400
4600007,4600200
4600009,4600400
4600011,4600400
4600013,4600300
4600015,4600400
4600017,4600200
4600019,4600100
4600021,4600300
4600023,4600200
4600025,4600300
4600027,4600590
4600029,4600300
4600031,4600200
4600033,4600100
4600035,4600400
4600037,4600300
4600039,4600300
4600041,4600200
4600043,4600400
4600045,4600300
4600047,4600200
4600049,4600300
4600051,4600300
4600053,4600200
4600055,4600200
4600057,4600300
4600059,4600400
4600061,4600400
4600063,4600100
4600065,4600200
4600067,4600400
4600069,4600200
4600071,4600200
4600073,4600400
4600075,4600200
4600077,4600400
4600079,4600400
4600081,4600100
4600083,4600590
4600085,4600200
4600087,4600590
4600089,4600300
4600091,4600300
4600093,4600100
4600095,4600200
4600097,4600400
4600099,4600590
4600101,4600400
4600102,4600200
4600103,4600100
4600105,4600100
4600107,4600300
4600109,4600300
4600111,4600400
4600115,4600300
4600117,4600200
4600119,4600200
4600121,4600200
4600123,4600200
4600125,4600590
4600127,4600590
4600129,4600300
4600135,4600590
4600137,4600200
4700001,4701700
4700003,4703100
4700005,4700200
4700007,4703500
4700009,4701600
4700011,4703600
4700013,4700800
4700015,4700600
4700017,4700200
4700019,4701190
4700021,4702300
4700023,4702800
4700025,4700800
4700027,4700700
4700029,4701400
4700031,4703200
4700033,4702700
4700035,4701800
4700037,4702400
4700039,4702900
4700041,4700600
4700043,4702300
4700045,4700100
4700047,4702600
4700049,4701800
4700051,4703200
4700053,4702700
4700055,4703000
4700057,4701300
4700059,4700900
4700061,4703300
4700063,4701300
4700065,4703400
4700067,4700800
4700069,4702900
4700071,4702900
4700073,4700900
4700075,4702700
4700077,4702900
4700079,4700200
4700081,4702300
4700083,4700200
4700085,4700200
4700087,4700600
4700089,4701300
4700091,4701190
4700093,4701500
4700095,4700100
4700097,4702700
4700099,4703000
4700101,4703000
4700103,4703100
4700105,4703700
4700107,4703500
4700109,4702900
4700111,4700600
4700113,4702800
4700115,4703300
4700117,4703100
4700119,4702200
4700121,4703500
4700123,4703700
4700125,4700300
4700127,4703200
4700129,4701700
4700131,4700100
4700133,4700700
4700135,4703000
4700137,4700700
4700139,4703600
4700141,4700700
4700143,4703500
4700145,4701700
4700147,4700490
4700149,4702000
4700151,4700800
4700153,4703300
4700155,4701400
4700157,4702500
4700159,4700600
4700161,4700200
4700163,4701000
4700165,4700490
4700167,4702600
4700169,4700600
4700171,4701190
4700173,4700800
4700175,4703300
4700177,4703300
4700179,4701190
4700181,4703000
4700183,4700100
4700185,4701800
4700187,4702100
4700189,4701900
4800001,4801800
4800003,4807300
4800005,4804000
4800007,4806500
4800009,4800600
4800011,4800100
4800013,4806100
4800015,4805000
4800017,4800400
4800019,4806100
4800021,4805100
4800023,4800600
4800025,4806500
4800027,4803500
4800029,4805900
4800031,4806000
4800033,4807200
4800035,4803700
4800037,4801100
4800039,4804800
4800041,4807400
4800043,4807300
4800045,4800100
4800047,4807700
4800049,4802600
4800051,4803600
4800053,4803400
4800055,4805100
4800057,4805600
4800059,4802600
4800061,4806700
4800063,4801300
4800065,4800100
4800067,4801100
4800069,4800100
4800071,4804400
4800073,4801700
4800075,4800100
4800077,4800600
4800079,4800400
4800081,4807200
4800083,4802600
4800085,4801900
4800087,4800100
4800089,4805000
4800091,4805800
4800093,4802600
4800095,4807200
4800097,4800800
4800099,4803400
4800101,4800600
4800103,4807300
4800105,4807200
4800107,4800400
4800109,4807300
4800111,4800100
4800113,4802300
4800115,4807200
4800117,4800100
4800119,4801000
4800121,4802000
4800123,4805500
4800125,4800400
4800127,4807600
4800129,4800100
4800131,4807600
4800133,4802600
4800135,4803100
4800137,4807500
4800139,4802101
4800141,4803300
4800143,4802200
4800145,4803700
4800147,4800800
4800149,4805100
4800151,4802600
4800153,4800400
4800155,4800600
4800157,4804900
4800159,4801000
4800161,4803700
4800163,4806100
4800165,4807300
4800167,4804700
4800169,4800400
4800171,4806000
4800173,4807200
4800175,4805500
4800177,4805500
4800179,4800100
4800181,4800800
4800183,4801600
4800185,4803600
4800187,4805700
4800189,4800400
4800191,4800100
4800193,4803400
4800195,4800100
4800197,4800600
4800199,4804200
4800201,4804600
4800203,4801200
4800205,4800100
4800207,4802600
4800209,4805400
4800211,4800100
4800213,4801800
4800215,4806800
4800217,4803700
4800219,4800400
4800221,4802200
4800223,4801000
4800225,4803900
4800227,4807200
4800229,4807300
4800231,4800900
4800233,4800100
4800235,4807200
4800237,4800600
4800239,4805500
4800241,4804100
4800243,4807300
4800245,4804300
4800247,4807600
4800249,4807700
4800251,4802102
4800253,4802600
4800255,4805500
4800257,4801400
4800259,4806000
4800261,4807700
4800263,4802600
4800265,4806000
4800267,4807200
4800269,4800400
4800271,4807500
4800273,4807700
4800275,4802600
4800277,4801000
4800279,4800400
4800281,4803400
4800283,4807600
4800285,4805500
4800287,4805100
4800289,4803600
4800291,4804400
4800293,4803700
4800295,4800100
4800297,4807700
4800299,4803400
4800301,4807300
4800303,4800500
4800305,4800400
4800307,4807200
4800309,4803800
4800311,4807600
4800313,4803600
4800315,4801200
4800317,4807200
4800319,4807200
4800321,4805000
4800323,4807500
4800325,4806100
4800327,4807200
4800329,4803000
4800331,4803600
4800333,4803400
4800335,4802600
4800337,4800600
4800339,4804500
4800341,4800100
4800343,4801000
4800345,4800400
4800347,4804000
4800349,4803700
4800351,4804100
4800353,4802600
4800355,4806600
4800357,4800100
4800359,4800100
4800361,4804200
4800363,4802200
4800365,4801700
4800367,4802400
4800369,4800100
4800371,4807200
4800373,4803900
4800375,4800200
4800377,4807300
4800379,4801300
4800381,4800300
4800383,4807200
4800385,4807500
4800387,4801000
4800389,4807300
4800391,4806500
4800393,4800100
4800395,4803600
4800397,4800900
4800399,4802600
4800401,4801700
4800403,4804100
4800405,4804100
4800407,4803900
4800409,4806500
4800411,4803400
4800413,4807200
4800415,4802600
4800417,4802600
4800419,4804100
4800421,4800100
4800423,4801500
4800425,4802200
4800427,4807600
4800429,4802600
4800431,4807200
4800433,4802600
4800435,4807200
4800437,4800100
4800439,4802500
4800441,4802700
4800443,4807200
4800445,4800400
4800447,4802600
4800449,4801000
4800451,4802900
4800453,4805300
4800455,4803900
4800457,4804100
4800459,4801200
4800461,4807200
4800463,4807500
4800465,4807500
4800467,4801300
4800469,4805600
4800471,4803900
4800473,4805000
4800475,4807300
4800477,4803600
4800479,4806300
4800481,4805000
4800483,4800100
4800485,4800700
4800487,4800600
4800489,4807700
4800491,4805200
4800493,4805500
4800495,4807300
4800497,4800600
4800499,4801300
4800501,4800400
4800503,4800600
4800505,4807600
4800507,4807500
4900001,4921000
4900003,4903000
4900005,4905000
4900007,4913000
4900009,4913000
4900011,4911000
4900013,4913000
4900015,4913000
4900017,4921000
4900019,4913000
4900021,4921000
4900023,4921000
4900025,4921000
4900027,4921000
4900029,4905000
4900031,4921000
4900033,4905000
4900035,4935000
4900037,4913000
4900039,4921000
4900041,4921000
4900043,4905000
4900045,4903000
4900047,4913000
4900049,4949000
4900051,4913000
4900053,4953000
4900055,4921000
4900057,4957000
5000001,5000200
5000003,5000400
5000005,5000100
5000007,5000300
5000009,5000100
5000011,5000100
5000013,5000100
5000015,5000100
5000017,5000200
5000019,5000100
5000021,5000400
5000023,5000200
5000025,5000400
5000027,5000400
5100001,5107300
5100003,5110990
5100005,5116190
5100007,5108300
5100009,5101900
5100011,5101900
5100013,5101300
5100015,5101500
5100017,5101500
5100019,5101900
5100021,5119100
5100023,5116190
5100025,5108300
5100027,5118500
5100029,5108300
5100031,5168000
5100033,5117700
5100035,5119100
5100036,5108590
5100037,5108300
5100041,5104100
5100043,5106900
5100045,5116190
5100047,5106100
5100049,5108300
5100051,5118500
5100053,5114900
5100057,5107300
5100059,5105990
5100061,5106100
5100063,5112100
5100065,5110990
5100067,5116190
5100069,5106900
5100071,5112100
5100073,5107300
5100075,5108590
5100077,5119100
5100079,5110990
5100081,5114900
5100083,5108300
5100085,5108590
5100087,5108700
5100089,5114300
5100091,5101500
5100093,5180000
5100095,5109500
5100097,5107300
5100099,5117700
5100101,5108590
5100103,5107300
5100105,5118500
5100107,5110700
5100109,5110990
5100111,5108300
5100113,5106100
5100115,5107300
5100117,5108300
5100119,5107300
5100121,5112100
5100125,5110990
5100127,5108590
5100131,5107300
5100133,5107300
5100135,5108300
5100137,5106100
5100139,5117100
5100141,5114300
5100143,5114300
5100145,5108590
5100147,5108300
5100149,5114900
5100153,5115390
5100155,5112100
5100157,5106100
5100159,5107300
5100161,5116190
5100163,5101500
5100165,5116500
5100167,5118500
5100169,5118500
5100171,5117100
5100173,5119100
5100175,5180000
5100177,5117700
5100179,5117900
5100181,5114900
5100183,5114900
5100185,5118500
5100187,5117100
5100191,5119100
5100193,5107300
5100195,5118500
5100197,5119100
5100199,5109500
5100510,5151000
5100520,5119100
5100530,5101500
5100540,5110990
5100550,5155090
5100570,5114900
5100580,5116190
5100590,5114300
5100595,5114900
5100600,5105990
5100610,5105990
5100620,5180000
5100630,5117900
5100640,5119100
5100650,5165000
5100660,5116500
5100670,5114900
5100678,5101500
5100680,5168000
5100683,5115390
5100685,5115390
5100690,5114300
5100700,5170000
5100710,5171000
5100720,5118500
5100730,5114900
5100735,5109500
5100740,5155090
5100750,5112100
5100760,5176000
5100770,5116190
5100775,5116190
5100790,5101500
5100800,5180000
5100810,5181000
5100820,5101500
5100830,5109500
5100840,5106900
5300001,5327500
5300003,5327500
5300005,5320504
5300007,5320700
5300009,5320900
5300011,5321100
5300013,5327500
5300015,5321500
5300017,5320700
5300019,5326500
5300021,5320504
5300023,5327500
5300025,5322500
5300027,5322700
5300029,5322900
5300031,5320900
5300033,5323300
5300035,5323500
5300037,5322500
5300039,5324100
5300041,5324100
5300043,5327500
5300045,5322700
5300047,5326500
5300049,5321500
5300051,5326500
5300053,5325300
5300055,5322900
5300057,5325701
5300059,5324100
5300061,5326100
5300063,5326300
5300065,5326500
5300067,5326700
5300069,5321500
5300071,5320504
5300073,5327300
5300075,5327500
5300077,5327700
5400001,5400600
5400003,5400400
5400005,5401200
5400007,5400700
5400009,5400100
5400011,5400800
5400013,5400700
5400015,5400700
5400017,5400200
5400019,5401000
5400021,5400700
5400023,5400500
5400025,5401100
5400027,5400500
5400029,5400100
5400031,5400500
5400033,5400600
5400035,5400700
5400037,5400400
5400039,5400900
5400041,5400600
5400043,5401200
5400045,5401200
5400047,5401200
5400049,5400300
5400051,5400100
5400053,5400800
5400055,5401100
5400057,5400500
5400059,5401200
5400061,5400300
5400063,5401100
5400065,5400500
5400067,5400700
5400069,5400100
5400071,5400500
5400073,5400200
5400075,5401100
5400077,5400300
5400079,5400800
5400081,5401000
5400083,5400600
5400085,5400200
5400087,5400700
5400089,5401100
5400091,5400600
5400093,5400500
5400095,5400200
5400097,5400600
5400099,5401200
5400101,5401100
5400103,5400200
5400105,5400200
5400107,5400200
5400109,5401200
5500001,5501100
5500003,5500100
5500005,5501390
5500007,5500100
5500009,5500500
5500011,5501600
5500013,5500100
5500015,5500800
5500017,5501390
5500019,5501390
5500021,5502000
5500023,5501800
5500025,5502100
5500027,5502300
5500029,5500600
5500031,5500100
5500033,5501500
5500035,5501390
5500037,5500300
5500039,5500800
5500041,5500200
5500043,5501900
5500045,5501900
5500047,5501000
5500049,5501900
5500051,5500100
5500053,5501600
5500055,5502300
5500057,5501800
5500059,5503000
5500061,5500600
5500063,5501700
5500065,5501900
5500067,5500200
5500069,5500200
5500071,5500600
5500073,5501200
5500075,5500300
5500077,5501000
5500078,5500300
5500079,5502800
5500081,5501800
5500083,5500300
5500085,5500200
5500087,5500400
5500089,5502600
5500091,5501600
5500093,5501600
5500095,5501390
5500097,5501100
5500099,5500100
5500101,5502900
5500103,5501900
5500105,5502200
5500107,5500100
5500109,5501500
5500111,5502000
5500113,5500100
5500115,5500300
5500117,5500700
5500119,5500100
5500121,5501600
5500123,5501800
5500125,5500200
5500127,5502400
5500129,5500100
5500131,5502600
5500133,5502500
5500135,5501000
5500137,5501000
5500139,5500900
5500141,5501100
5600001,5600400
5600003,5600100
5600005,5600200
5600007,5600400
5600009,5600400
5600011,5600200
5600013,5600500
5600015,5600200
5600017,5600500
5600019,5600200
5600021,5600300
5600023,5600100
5600025,5600400
5600027,5600200
5600029,5600100
5600031,5600200
5600033,5600100
5600035,5600500
5600037,5600500
5600039,5600100
5600041,5600500
5600043,5600200
5600045,5600200
